TAHUN,KUMPULAN KOMODITI,KOMODITI,NEGERI,DAERAH,LUAS_BERTANAM_HA,LUAS_BERHASIL_HA,PENGELUARAN_MT
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,1.10,19.80
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,4.00,4.00,22.10
2022,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,2.00,1.80,23.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,4.20,2.70,25.80
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,4.00,2.50,33.00
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,2.20,2.20,35.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,7.70,6.90,40.50
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,6.00,4.00,42.00
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,3.30,3.30,45.80
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,6.50,4.50,49.50
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,3.00,3.00,60.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,BELURAN,4.00,4.00,60.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,11.50,6.00,60.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,5.90,63.00
2022,BUAH-BUAHAN,TEMBIKAI,SELANGOR,SABAK BERNAM,4.80,4.80,78.98
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,9.00,5.50,79.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,5.00,5.00,82.60
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.10,84.40
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,28.00,8.50,93.30
2022,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,KUALA PILAH,4.80,4.80,107.67
2022,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JEMPOL,13.00,8.00,113.35
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,11.00,8.30,115.40
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,6.46,6.05,115.41
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,5.90,5.90,134.30
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,10.10,9.90,150.70
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,11.80,10.30,154.50
2022,BUAH-BUAHAN,TEMBIKAI,SELANGOR,HULU LANGAT,8.50,8.50,160.74
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,17.00,17.00,171.00
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,12.00,12.00,175.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,10.50,10.50,188.10
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,9.00,9.00,192.80
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,45.70,13.70,216.60
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,30.00,15.00,224.00
2022,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JELEBU,10.40,10.40,233.59
2022,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,60.00,60.00,246.64
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,15.90,14.20,293.11
2022,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,19.60,19.60,306.64
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,15.90,15.90,329.20
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,28.30,28.30,335.16
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,17.00,17.00,340.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,64.00,32.00,400.00
2022,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,22.60,22.60,448.20
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,25.00,15.00,494.73
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,37.50,31.00,546.50
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,MATUNGGONG,24.00,24.00,549.00
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,71.20,44.80,561.50
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,42.00,37.00,575.00
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,35.00,35.00,687.00
2022,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,43.40,41.71,695.80
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,34.37,34.37,697.14
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,35.00,35.00,723.75
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,38.00,36.50,749.90
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,BALING,39.50,39.50,771.30
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,69.20,53.10,805.80
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,54.50,54.20,843.70
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,46.56,46.06,913.43
2022,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,181.00,165.00,929.04
2022,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,105.00,105.00,1220.00
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,85.70,59.70,1225.05
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,69.00,67.60,1262.00
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,SIK,69.00,69.00,1264.50
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,123.90,117.40,1445.70
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,77.38,77.18,1478.06
2022,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,90.00,83.00,1508.00
2022,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,161.12,161.12,1519.66
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,88.25,88.25,1801.49
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,203.61,180.93,1969.87
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,118.20,2096.20
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,112.00,111.75,2148.00
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,135.30,124.30,2167.87
2022,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,284.50,124.00,2232.00
2022,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,119.80,119.80,2840.05
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,185.44,185.04,3090.90
2022,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,195.00,195.00,3101.05
2022,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,374.90,361.00,4459.40
2022,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,235.42,235.42,4982.88
2022,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,394.00,394.00,9012.95
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,397.10,395.85,9160.50
2022,BUAH-BUAHAN,TEMBIKAI,MELAKA,ALOR GAJAH,384.60,377.50,10345.70
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,1117.90,1117.90,13684.56
2022,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,974.40,974.40,16953.01
2022,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1000.00,997.97,17866.85
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.60,0.00,0.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,JASIN,0.10,0.10,0.80
2023,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,LANGKAWI,0.10,0.10,1.33
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KUALA KANGSAR,0.40,0.40,1.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,SETIU,0.20,0.20,1.65
2023,BUAH-BUAHAN,TEMBIKAI WANGI,PULAU PINANG,SEBERANG PERAI SELATAN,0.20,0.20,2.50
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,0.00,0.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KEMAMAN,0.20,0.20,3.60
2023,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.15,0.15,3.75
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,0.80,0.80,3.80
2023,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,2.14,0.40,3.02
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,KUBANG PASU,1.50,1.50,4.50
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,0.50,0.50,7.86
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,PERAK TENGAH,2.00,2.00,5.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,LANGKAWI,0.43,0.43,8.33
2023,BUAH-BUAHAN,TEMBIKAI WANGI,NEGERI SEMBILAN,SEREMBAN,0.20,0.20,9.20
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HILIR PERAK,0.60,0.60,8.60
2023,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,MACHANG,0.60,0.60,12.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,MARAN,0.80,0.80,11.75
2023,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,2.00,1.60,13.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,HULU LANGAT,1.00,1.00,20.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,2.80,2.80,18.47
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,ROMPIN,0.80,0.80,32.73
2023,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,ALOR GAJAH,2.20,2.20,33.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,3.15,2.85,32.99
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BERA,3.40,2.70,35.40
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,BAGAN DATOK,1.40,1.40,39.74
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KINTA,1.50,1.50,42.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,2.00,2.00,54.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,2.00,2.00,54.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,MELAKA TENGAH,2.50,2.50,55.95
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,3.45,3.45,56.07
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,PETALING,3.00,3.00,60.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,4.30,4.20,68.96
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,TEMERLOH,4.00,4.00,72.91
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,4.40,4.40,75.32
2023,BUAH-BUAHAN,TEMBIKAI WANGI,NEGERI SEMBILAN,KUALA PILAH,3.60,3.60,80.86
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,SEPANG,5.00,5.00,100.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,GOMBAK,5.00,5.00,100.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,4.00,4.00,108.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,9.10,8.95,114.65
2023,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,6.00,6.00,127.20
2023,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,29.00,11.00,175.40
2023,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SABAK BERNAM,10.00,10.00,200.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,GOMBAK,10.00,10.00,200.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,HULU SELANGOR,10.00,10.00,200.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,SABAK BERNAM,10.00,10.00,200.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,14.80,14.80,213.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,18.00,11.00,253.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KLANG,15.00,15.00,300.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,15.10,15.10,362.40
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA SELANGOR,20.00,20.00,398.00
2023,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,20.00,20.00,400.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,5.00,0.20,0.20
2023,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,20.10,20.10,458.28
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA KINABALU,0.30,0.30,0.30
2023,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA LANGAT,40.00,40.00,800.00
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,39.10,39.10,1017.49
2023,BUAH-BUAHAN,TEMBIKAI,PULAU PINANG,SEBERANG PERAI SELATAN,0.10,0.05,0.50
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,BERA,0.20,0.10,1.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,1.00,0.10,1.50
2023,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,204.50,204.50,4703.50
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,1.70,1.20,3.30
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KANOWIT,1.00,1.00,5.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,BELURAN,0.40,0.40,6.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,0.50,0.40,6.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.80,0.40,6.00
2023,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,SEREMBAN,0.80,0.80,7.63
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,0.70,0.70,10.40
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,2.30,2.30,10.60
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,1.90,1.90,13.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,PUTATAN,3.00,1.60,14.40
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,2.80,2.40,14.89
2023,BUAH-BUAHAN,TEMBIKAI,SELANGOR,PETALING,1.00,1.00,15.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,0.90,16.20
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,5.30,4.50,16.50
2023,BUAH-BUAHAN,TEMBIKAI,WP LABUAN,WP LABUAN,1.80,1.20,19.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,1.00,1.00,20.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,PENAMPANG,1.10,1.10,23.10
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,1.70,1.30,24.50
2023,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,6.00,6.00,30.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,4.00,2.50,33.00
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,RAUB,6.11,6.11,40.95
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,6.00,4.00,42.00
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,4.40,4.00,43.04
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,6.50,4.30,49.20
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,4.90,51.00
2023,BUAH-BUAHAN,TEMBIKAI,PERAK,KERIAN,3.08,3.08,51.50
2023,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,4.00,4.00,60.00
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,JERANTUT,24.00,7.30,67.73
2023,BUAH-BUAHAN,TEMBIKAI,SELANGOR,SABAK BERNAM,5.00,5.00,75.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,12.60,10.60,81.70
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.00,83.30
2023,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,3.14,3.14,87.92
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,16.00,12.50,90.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,29.20,8.40,96.50
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,5.44,5.44,101.12
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,14.00,8.30,115.40
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,6.44,6.35,122.36
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,6.00,6.00,128.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,5.50,5.50,137.50
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,12.00,10.50,157.50
2023,BUAH-BUAHAN,TEMBIKAI,MELAKA,JASIN,13.35,13.35,160.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,27.70,15.70,198.70
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,11.10,11.10,199.60
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,105.00,85.00,237.79
2023,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,30.00,30.00,246.90
2023,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,15.40,15.40,271.23
2023,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JELEBU,12.40,12.40,308.46
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,19.56,17.30,319.47
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,35.00,20.10,321.30
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,45.00,30.00,327.50
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,19.40,19.40,351.90
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,20.00,20.00,352.00
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,SIK,19.50,19.50,357.26
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,19.80,17.90,360.80
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,19.30,19.30,399.98
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,19.50,19.50,409.56
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,69.20,37.80,466.50
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUALA MUDA,23.00,23.00,497.96
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,40.50,40.50,536.78
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KECIL LOJING,104.52,87.00,547.87
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,42.00,37.00,575.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,35.40,35.40,587.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,96.00,48.00,588.10
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,44.10,42.30,607.10
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,81.62,81.62,631.90
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,25.78,25.78,721.84
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,35.00,35.00,745.00
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,50.00,45.00,802.00
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,154.10,154.10,846.05
2023,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,42.76,35.30,852.00
2023,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,55.00,49.50,875.80
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,MATUNGGONG,48.40,48.40,915.00
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,55.13,55.01,939.62
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,BALING,39.50,39.50,1005.25
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,71.74,64.32,1173.61
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,23.50,12.50,1224.00
2023,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,58.20,58.20,1229.31
2023,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,179.60,179.60,1287.34
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,65.90,65.40,1312.77
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,54.80,53.20,1383.20
2023,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,54.40,52.40,1519.60
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,95.00,95.00,1520.00
2023,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,102.00,102.00,1532.00
2023,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,100.40,97.40,1557.70
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,127.20,88.80,1561.80
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,102.97,101.29,1734.51
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,99.60,99.60,1803.60
2023,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,110.70,1961.20
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,162.52,121.88,1997.61
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,173.89,173.45,2774.52
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,196.70,175.84,3109.78
2023,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,205.00,205.00,5330.00
2023,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,323.80,312.60,5412.40
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,146.80,142.80,6995.65
2023,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,320.20,320.20,9285.80
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,338.98,337.98,9463.44
2023,BUAH-BUAHAN,TEMBIKAI,MELAKA,ALOR GAJAH,421.00,414.00,10802.12
2023,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,2822.16,1280.20,18331.34
2023,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,902.41,893.66,25022.48
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.10,0.00,0.00
2024,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,2.00,0.00,0.00
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,2.20,0.00,0.00
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,0.00,0.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,NEGERI SEMBILAN,JEMPOL,0.01,0.01,0.21
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,5.00,0.50,0.50
2024,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA KINABALU,0.10,0.10,0.60
2024,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,0.40,0.40,1.50
2024,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,KEMAMAN,0.20,0.20,1.80
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PANTU,0.50,0.20,3.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,PAHANG,PEKAN,0.30,0.30,2.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,JASIN,0.40,0.40,2.12
2024,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,KOTA KINABALU,0.30,0.30,2.20
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,0.30,0.30,4.80
2024,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,TELUPID,0.60,0.60,3.10
2024,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,PUTATAN,0.50,0.50,3.70
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,0.50,0.40,6.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,PERAK,HULU PERAK,0.20,0.20,4.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,LANGKAWI,0.21,0.21,4.03
2024,BUAH-BUAHAN,TEMBIKAI SUSU,SABAH,KOTA MARUDU,1.00,1.00,4.50
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,0.40,7.20
2024,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,SETIU,0.60,0.60,5.00
2024,BUAH-BUAHAN,TEMBIKAI,MELAKA,JASIN,6.40,4.40,8.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,SABAH,KUALA PENYU,1.00,1.00,5.50
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,2.00,0.50,9.00
2024,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,ALOR GAJAH,0.90,0.80,5.79
2024,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
