TAHUN,KUMPULAN KOMODITI,KOMODITI,NEGERI,DAERAH,LUAS_BERTANAM_HA,LUAS_BERHASIL_HA,PENGELUARAN_MT
2017,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,60.00,60.00,989.00
2017,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,100.00,57.10,1034.10
2017,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,46.10,45.40,1044.70
2017,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,SEREMBAN,54.00,54.00,1087.00
2017,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,66.77,65.37,1092.70
2017,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,45.00,45.00,1125.00
2017,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,63.40,63.40,1248.50
2017,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,51.30,51.30,1266.40
2017,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,76.80,68.90,1322.53
2017,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,95.70,95.70,1431.70
2017,BUAH-BUAHAN,TEMBIKAI,PERAK,MANJUNG,68.90,68.90,1584.00
2017,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,194.60,163.47,1629.25
2017,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,115.80,115.80,1796.63
2017,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,197.00,197.00,1832.00
2017,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,162.80,139.40,2071.00
2017,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,166.74,166.74,2135.63
2017,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.80,123.60,2149.40
2017,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,330.00,280.00,2449.48
2017,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,30.00,30.00,2595.79
2017,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,149.50,149.50,2620.38
2017,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,245.00,218.00,3122.50
2017,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,205.81,199.40,3137.20
2017,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,196.00,196.00,3552.86
2017,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,248.93,246.68,4283.75
2017,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,257.94,256.74,5979.85
2017,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,293.00,293.00,6708.87
2017,BUAH-BUAHAN,TEMBIKAI,PAHANG,BERA,400.00,400.00,6894.40
2017,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,623.23,585.92,8802.74
2017,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,643.00,625.00,11809.00
2017,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,736.75,730.39,16057.73
2017,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1009.85,932.15,18028.93
2017,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,1073.00,1073.00,18402.00
2017,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,892.10,880.13,19995.41
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.10,0.00,0.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,HULU TERENGGANU,0.10,0.10,0.19
2018,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,SEREMBAN,0.50,0.50,0.70
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,PERAK TENGAH,0.40,0.40,0.97
2018,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA SELANGOR,0.20,0.20,2.10
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MERSING,0.60,0.60,1.82
2018,BUAH-BUAHAN,TEMBIKAI WANGI,PAHANG,KUANTAN,0.32,0.32,3.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,MACHANG,0.20,0.20,4.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,0.20,0.20,4.83
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,MARANG,0.80,0.66,4.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.70,0.58,4.62
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KUALA KANGSAR,0.28,0.28,7.30
2018,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,PETALING,0.40,0.40,7.30
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,SETIU,0.60,0.60,7.05
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,POKOK SENA,0.44,0.44,7.51
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,GOMBAK,0.30,0.30,8.59
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,JERANTUT,0.40,0.40,8.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KULIM,0.60,0.60,10.77
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TUMPAT,0.80,0.80,13.92
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KINABATANGAN,1.20,1.20,16.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,PADANG TERAP,1.00,1.00,22.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,5.00,4.75,15.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,KUALA PILAH,1.60,1.60,21.89
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,PEKAN,4.33,3.53,18.27
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,GUA MUSANG,1.50,1.40,24.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,BENTONG,1.00,1.00,25.00
2018,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,BESUT,1.20,1.20,25.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,1.80,1.80,24.40
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HILIR PERAK,2.50,1.70,23.82
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,1.08,1.03,31.78
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TANAH MERAH,2.16,2.16,33.14
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU LANGAT,1.20,1.20,41.00
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,SIK,15.43,15.43,13.63
2018,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA LANGAT,2.00,2.00,40.50
2018,BUAH-BUAHAN,TEMBIKAI WANGI,MELAKA,JASIN,6.30,1.80,38.80
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,1.62,1.62,44.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,4.10,4.10,39.45
2018,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,MARANG,3.80,3.80,53.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,3.64,3.09,54.62
2018,BUAH-BUAHAN,TEMBIKAI WANGI,JOHOR,KOTA TINGGI,10.52,10.52,42.75
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,SIK,2.20,2.20,60.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,4.00,4.00,59.40
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,PETALING,3.94,3.17,67.98
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,ROMPIN,3.50,3.40,77.44
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA LANGAT,4.80,4.80,81.25
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,6.10,6.10,84.27
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,4.78,4.74,100.52
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,PENDANG,5.70,5.70,99.44
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,4.50,4.50,113.10
2018,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,5.83,5.72,119.17
2018,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,11.06,11.06,146.39
2018,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,REMBAU,10.64,10.64,152.05
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,8.52,7.90,167.65
2018,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,MARAN,8.80,8.80,185.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KUDAT,24.00,19.80,182.90
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR MAS,14.40,12.55,239.34
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KOTA TINGGI,10.00,5.00,259.90
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,12.75,12.75,312.98
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA SELANGOR,22.60,22.20,305.44
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,BACHOK,13.90,13.90,323.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,23.20,23.00,522.44
2018,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,JASIN,55.34,31.84,499.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,TAMPIN,25.60,25.60,639.68
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,BANDAR BAHARU,40.00,40.00,633.45
2018,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,PENDANG,47.50,47.50,781.74
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,KOTA BHARU,52.90,52.90,1071.46
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KLUANG,150.00,150.00,900.00
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,LIPIS,0.40,0.40,2.50
2018,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,SEGAMAT,200.00,200.00,3250.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,4.00,1.50,2.90
2018,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,BACHOK,191.80,191.80,3943.60
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,HULU PERAK,0.50,0.50,5.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,BELURAN,1.00,1.00,5.00
2018,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,PORT DICKSON,293.00,285.00,6724.22
2018,BUAH-BUAHAN,TEMBIKAI,WP LABUAN,WP LABUAN,1.00,0.50,5.47
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SRI AMAN,0.80,0.40,6.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TATAU,2.00,0.40,6.90
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,TELUPID,0.80,0.80,7.00
2018,BUAH-BUAHAN,TEMBIKAI,SELANGOR,KLANG,0.40,0.40,8.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SEBAUH,1.00,0.60,9.60
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PAKAN,1.00,1.00,10.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,TENOM,0.90,0.90,11.54
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,RANAU,1.20,1.20,11.00
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,KUALA KANGSAR,0.56,0.56,13.87
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KANOWIT,1.00,1.00,15.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SONG,3.00,1.00,15.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BETONG,3.50,1.40,16.80
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KUNAK,8.00,8.00,16.80
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LAWAS,3.00,2.00,22.90
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BINTULU,3.30,1.50,23.30
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,PUSA,3.20,1.70,25.90
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,BENTONG,1.50,1.50,27.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MARUDI,1.60,1.60,28.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KENINGAU,2.40,2.40,29.20
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIBURAN,2.00,2.00,30.00
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,LANGKAWI,1.78,1.58,31.11
2018,BUAH-BUAHAN,TEMBIKAI,SELANGOR,PETALING,1.80,1.80,33.80
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUNDU,346.40,2.00,36.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA MARUDU,6.40,6.40,40.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DALAT,5.00,3.00,45.50
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,DARO,13.40,5.70,47.20
2018,BUAH-BUAHAN,TEMBIKAI,MELAKA,JASIN,16.10,3.10,48.30
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MIRI,21.50,9.00,54.00
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,4.00,4.00,60.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELAGA,5.00,4.80,62.40
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,LAHAD DATU,10.00,10.00,121.60
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,SIK,5.80,5.80,69.60
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,SANDAKAN,6.00,6.00,70.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BUKIT MABONG,8.90,5.90,70.80
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KUALA PENYU,6.00,4.40,74.40
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MUKAH,15.20,6.00,79.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KAPIT,9.00,7.30,87.60
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,KUBANG PASU,4.55,4.55,95.95
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,LUBOK ANTU,6.50,6.50,97.50
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,MATU,18.30,8.60,100.50
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,POKOK SENA,5.30,5.30,106.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SERIAN,11.00,8.30,115.40
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,HULU TERENGGANU,9.40,8.60,152.10
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA TERENGGANU,7.50,7.50,153.72
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SUBIS,22.70,10.70,162.60
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,KOTA BELUD,8.60,8.60,170.40
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,GUA MUSANG,23.40,16.30,224.90
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,BEAUFORT,12.00,12.00,227.20
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KUALA KRAI,27.10,13.40,241.80
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SAMARAHAN,18.40,18.40,276.00
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,DUNGUN,14.00,13.80,315.96
2018,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JELEBU,14.00,14.00,324.50
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,SIPITANG,15.60,15.20,325.90
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,TUARAN,15.00,15.00,328.50
2018,BUAH-BUAHAN,TEMBIKAI,JOHOR,MERSING,18.60,18.60,400.14
2018,BUAH-BUAHAN,TEMBIKAI,MELAKA,MELAKA TENGAH,31.10,30.70,407.58
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,RAUB,25.20,24.00,411.20
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,HILIR PERAK,20.00,20.00,440.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SARIKEI,38.00,31.30,551.60
2018,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,JEMPOL,90.00,35.00,612.50
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TANAH MERAH,33.60,33.60,640.02
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,PENDANG,45.14,45.14,733.05
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,MARAN,56.40,56.40,765.30
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,KUANTAN,57.10,49.10,827.38
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,PERAK TENGAH,36.00,36.00,870.00
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,KINTA,60.00,60.00,945.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KABONG,60.00,60.00,989.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,SIMUNJAN,100.00,56.80,1031.30
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR MAS,66.61,64.30,1038.45
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,TUMPAT,59.14,57.24,1053.58
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,PEKAN,248.00,155.25,1145.00
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KUALA NERUS,61.03,60.93,1172.45
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,TAWAU,96.10,89.10,1233.90
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,KEMAMAN,81.20,79.00,1264.22
2018,BUAH-BUAHAN,TEMBIKAI,SABAH,PAPAR,180.00,180.00,1380.00
2018,BUAH-BUAHAN,TEMBIKAI,PERAK,MANJUNG,90.90,90.90,1395.40
2018,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,SEREMBAN,120.00,120.00,1500.00
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,ASAJAYA,134.30,109.00,1615.50
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,MACHANG,86.71,82.27,1700.78
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,KULIM,125.00,111.00,1816.82
2018,BUAH-BUAHAN,TEMBIKAI,SARAWAK,KUCHING,124.60,123.30,2157.80
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,PADANG TERAP,342.00,342.00,2246.00
2018,BUAH-BUAHAN,TEMBIKAI,KEDAH,BANDAR BAHARU,146.00,146.00,2465.74
2018,BUAH-BUAHAN,TEMBIKAI,SELANGOR,GOMBAK,120.00,120.00,2500.00
2018,BUAH-BUAHAN,TEMBIKAI,NEGERI SEMBILAN,PORT DICKSON,154.10,132.10,2585.40
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,BESUT,169.72,166.02,2901.45
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,KOTA BHARU,178.30,178.30,3335.45
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,JELI,262.30,261.06,4559.84
2018,BUAH-BUAHAN,TEMBIKAI,JOHOR,SEGAMAT,154.00,154.00,5047.57
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,ROMPIN,430.40,310.40,5276.86
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,MARANG,344.20,338.50,5960.59
2018,BUAH-BUAHAN,TEMBIKAI,JOHOR,KOTA TINGGI,785.00,785.00,6354.20
2018,BUAH-BUAHAN,TEMBIKAI,JOHOR,KLUANG,353.70,336.00,6652.20
2018,BUAH-BUAHAN,TEMBIKAI,PAHANG,TEMERLOH,760.00,728.00,8727.00
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,PASIR PUTEH,593.40,593.40,8884.41
2018,BUAH-BUAHAN,TEMBIKAI,TERENGGANU,SETIU,658.75,652.95,11790.58
2018,BUAH-BUAHAN,TEMBIKAI,PERLIS,PERLIS,813.04,813.04,16116.79
2018,BUAH-BUAHAN,TEMBIKAI,KELANTAN,BACHOK,1258.16,1173.10,21754.72
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,BELURU,0.10,0.00,0.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,BARAT DAYA,0.32,0.32,0.26
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,PENDANG,0.28,0.28,1.13
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,HULU TERENGGANU,0.10,0.10,1.50
2019,BUAH-BUAHAN,TEMBIKAI,SABAH,SOOK,2.00,0.00,0.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KULIM,0.10,0.10,2.25
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MUAR,0.57,0.47,2.30
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,POKOK SENA,0.65,0.30,3.96
2019,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,ALOR GAJAH,0.80,0.80,3.82
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SABAK BERNAM,1.00,1.00,3.44
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KUALA KANGSAR,0.42,0.42,5.80
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,BESUT,0.45,0.25,8.36
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,MACHANG,1.00,1.00,8.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PULAU PINANG,SEBERANG PERAI UTARA,0.80,0.80,9.13
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,KINTA,0.44,0.44,10.30
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,JERANTUT,0.50,0.50,11.50
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,MARANG,0.40,0.40,12.00
2019,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,KUALA LANGAT,0.80,0.80,12.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,PEKAN,1.30,1.30,11.05
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA NERUS,1.20,1.20,12.80
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TUMPAT,0.80,0.80,14.40
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,SETIU,3.20,3.20,12.89
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,MERSING,0.80,0.80,18.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,TANAH MERAH,1.73,1.08,20.73
2019,BUAH-BUAHAN,TEMBIKAI WANGI,SELANGOR,GOMBAK,0.80,0.80,22.14
2019,BUAH-BUAHAN,TEMBIKAI WANGI,JOHOR,KOTA TINGGI,0.80,0.80,22.53
2019,BUAH-BUAHAN,TEMBIKAI WANGI,PERAK,HILIR PERAK,1.25,1.25,25.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,PETALING,1.07,0.92,26.11
2019,BUAH-BUAHAN,TEMBIKAI SUSU,NEGERI SEMBILAN,KUALA PILAH,1.60,1.60,25.28
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,MACHANG,1.80,1.80,25.50
2019,BUAH-BUAHAN,TEMBIKAI,JOHOR,JOHOR BAHRU,30.00,0.00,0.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,GOMBAK,0.95,0.95,29.33
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KEDAH,KUBANG PASU,1.50,1.50,30.00
2019,BUAH-BUAHAN,TEMBIKAI WANGI,TERENGGANU,MARANG,1.40,1.40,30.70
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,LIPIS,1.50,1.50,31.37
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,KOTA TINGGI,2.50,2.50,32.30
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,DUNGUN,1.80,1.80,39.95
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU LANGAT,1.20,1.20,46.50
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,JOHOR BAHRU,34.00,3.80,12.00
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,SEPANG,3.40,3.40,44.50
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,HILIR PERAK,4.60,4.60,45.24
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PAHANG,ROMPIN,2.20,2.20,54.40
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PERLIS,PERLIS,8.86,8.86,42.20
2019,BUAH-BUAHAN,TEMBIKAI SUSU,JOHOR,BATU PAHAT,0.85,0.80,59.44
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,SIK,12.10,12.10,40.47
2019,BUAH-BUAHAN,TEMBIKAI SUSU,TERENGGANU,KUALA TERENGGANU,6.80,6.80,66.41
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KEDAH,PENDANG,5.70,5.70,69.77
2019,BUAH-BUAHAN,TEMBIKAI SUSU,PERAK,MANJUNG,2.82,2.82,78.55
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,HULU SELANGOR,4.29,4.18,83.85
2019,BUAH-BUAHAN,TEMBIKAI SUSU,MELAKA,MELAKA TENGAH,8.63,8.59,99.37
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,KOTA BHARU,6.00,6.00,126.00
2019,BUAH-BUAHAN,TEMBIKAI,SARAWAK,TANJUNG MANIS,0.20,0.20,0.10
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA LANGAT,7.40,7.40,141.00
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR MAS,7.55,7.03,156.74
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR MAS,9.96,9.22,184.05
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KUALA SELANGOR,12.40,11.60,182.65
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,TANAH MERAH,12.10,12.10,226.88
2019,BUAH-BUAHAN,TEMBIKAI SUSU,KELANTAN,PASIR PUTEH,10.20,10.20,241.20
2019,BUAH-BUAHAN,TEMBIKAI WANGI,KELANTAN,PASIR PUTEH,11.80,11.80,243.78
2019,BUAH-BUAHAN,TEMBIKAI SUSU,SELANGOR,KLANG,13.90,13.70,304.74
